session_id,user_id,timestamp_visita,pagina_visitada,tempo_na_pagina_segundos,canal_aquisicao,custo_clique,adicionou_ao_carrinho,comprou,valor_compra
4fcca39a-b683-42e6-b37e-a2dfb09b2a5c,c1590f53-8a0f-4efb-adcd-465e36386821,2025-08-05 10:25:52,Layout_B,291,CPC,2.65,False,False,0.0
7394988f-847f-49b4-a64d-1bcb702753a1,a65e688e-abf3-4d39-bec2-1bbe66245bfa,2025-07-19 03:03:59,Layout_B,206,Organico,0.0,False,False,0.0
3ae8cc93-8dcd-4d03-969b-666205628059,1064005c-3985-43cf-bf76-be1d1efa2197,2025-07-17 09:53:53,Layout_B,298,Organico,0.0,True,True,252.85
114125c6-3a9b-4dd4-8f12-59e0a18ff6b6,122c9a56-01d7-4256-b860-2ab696a402f2,2025-08-04 08:41:40,Layout_A,45,Organico,0.0,True,False,0.0
ab4220a7-474a-493b-bced-df2d839fbc50,5496f63c-dc11-40c1-880a-adfbe7c99b26,2025-07-04 10:33:17,Layout_A,51,CPC,1.52,False,False,0.0
93829b43-922f-415a-a1e3-db63ef7ddc76,21df306f-8a0b-4c33-b6d8-393a7c441fe7,2025-08-05 02:46:00,Layout_B,82,CPC,3.18,False,False,0.0
18d0752b-1825-4c54-b0be-b45f683514f2,7914c120-c8dc-419f-be35-11287900f7f9,2025-08-09 04:48:07,Layout_B,257,Social,0.0,False,False,0.0
0dde29a6-baa4-471a-9d24-67ac778eedb3,6c6fa611-5ab3-4edf-ae59-5ed3a8b317fa,2025-07-20 22:58:07,Layout_A,196,Organico,0.0,True,False,0.0
56dc8907-ba6c-44ab-a712-303a0f844fef,a56c0941-fbf2-4050-a748-dbcfac619e63,2025-07-05 18:39:54,Layout_B,42,CPC,3.46,False,False,0.0
23e2fcb4-72d8-467d-894a-05e430b187ef,3fa7f104-1bf9-4e27-9c96-925eccf3a171,2025-07-10 07:13:07,Layout_A,70,Organico,0.0,True,False,0.0
71710434-134c-4c92-ac5b-227cdfde4fbf,766ecb15-474e-4c19-aef9-12766c006f61,2025-07-13 03:02:44,Layout_A,86,Organico,0.0,False,False,0.0
8a63f881-ffd0-49d5-a6f2-f7b80cf35b58,8ce21ea3-db20-456e-9c81-5fe7ceda8bbb,2025-07-05 18:04:18,Layout_B,53,Organico,0.0,False,False,0.0
680ac07a-2a93-4d62-bc83-5dc0d9441fa5,17e011b7-f810-4383-83c7-2ba8d605e770,2025-08-06 13:58:02,Layout_A,22,Social,0.0,True,False,0.0
610461e3-2a25-4888-8f02-bad0e7067ef4,dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,2025-07-20 11:14:44,Layout_A,263,Organico,0.0,False,False,0.0
6c4a37ea-4906-47f2-b47b-6dbac8fe3ccd,43e458fc-63f2-4e24-bc3d-3348008d4127,2025-08-08 01:30:30,Layout_B,99,Organico,0.0,False,False,0.0
7c967f79-b7e9-4aca-a970-65e18e46d534,fed4057d-bb02-4576-b512-c4c3b253d218,2025-08-08 00:40:56,Layout_B,247,Organico,0.0,False,False,0.0
0f9aea4b-8acd-4e10-bc59-4585944528c0,37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,2025-07-03 20:08:16,Layout_B,292,Organico,0.0,True,True,631.23
da4bd9ca-eb5c-4467-80ba-cd647a0ecfea,0cd620c2-0ea2-422b-9048-67babf7b539b,2025-07-29 08:36:58,Layout_B,272,Social,0.0,True,False,0.0
118a9d29-2f92-4996-99f1-95d014822f53,f5f59b22-0e8f-48e0-a84d-82e587f7e1fb,2025-07-25 15:39:47,Layout_A,110,Organico,0.0,True,False,0.0
e3e9de99-f10c-418b-9eb0-e38a675dd5af,dca02eec-acda-4acc-9165-e21098543881,2025-07-12 10:01:56,Layout_A,135,Organico,0.0,False,False,0.0
a8499b92-6b52-42e3-94fc-dd549e8fc965,98326856-9434-4a03-bf07-f81491d63f78,2025-07-02 22:18:08,Layout_A,35,CPC,1.9,False,False,0.0
506e5a9a-b758-488d-ab73-295b344a54b8,50fd9d3f-85d5-4695-90b2-b633956b8c0c,2025-07-13 15:48:50,Layout_B,119,CPC,1.61,False,False,0.0
50f0fd0a-750c-4b75-8ccc-9bc2a53f8a28,21813d25-6552-48a6-83ff-50113d1a85dd,2025-08-02 14:34:32,Layout_B,168,Organico,0.0,False,False,0.0
902059e4-ff9a-45c2-9f04-4aed75523327,12922f83-ef8c-485b-807a-30f2edd4253b,2025-07-01 10:51:11,Layout_A,66,Organico,0.0,True,False,0.0
eeea163e-21e8-4c68-83e4-2caf8181a8cc,89a2688b-12c1-46e0-9998-5f15ff002d4d,2025-07-11 08:20:33,Layout_A,82,Social,0.0,False,False,0.0
702cdd20-2862-48b8-88f4-ef125e9953d2,e117dac3-119c-4ea3-a180-50815958a499,2025-07-12 20:36:43,Layout_A,204,Organico,0.0,False,False,0.0
a76afde6-ce9e-4a11-bcbb-4e59fbddcf7c,4d71c366-b41b-4143-8b10-550cd5704f32,2025-07-30 16:39:22,Layout_B,169,CPC,3.46,False,False,0.0
1a84a51a-a9d3-47c7-ae87-905e4ca415ea,d12dbc9a-aaf9-4531-8200-b1f08768a84f,2025-07-27 22:09:30,Layout_A,298,Organico,0.0,False,False,0.0
8da01097-be0f-451b-9b66-b5a9e3c43657,43b409ef-2260-470f-a0cc-edc5f05db76e,2025-07-06 14:29:02,Layout_A,83,Organico,0.0,False,False,0.0
afffcfd2-341e-440b-97c7-00aab7b56ea7,9ad620ab-4821-4ddb-85b8-9cd927cb6f2a,2025-07-11 05:24:04,Layout_A,94,Organico,0.0,False,False,0.0
d89a40c0-e87d-4c78-a7c4-21c740497b71,81627cf1-4394-42e6-9a58-7e8aa25d6b29,2025-07-24 17:10:51,Layout_A,119,CPC,3.1,False,False,0.0
5563f616-00e8-4ece-8b49-452d46d483f3,6c6f7633-a260-4723-97a0-df490d01280f,2025-08-10 06:15:38,Layout_B,41,Organico,0.0,False,False,0.0
8d3aed99-711c-41c9-bdc1-4f1f295d6fbf,fad409e2-a319-4cb4-a17d-65a0c56811cd,2025-07-13 17:12:00,Layout_B,37,Organico,0.0,False,False,0.0
b0e6a969-e213-42b0-b1ee-dba313432e61,0279b6a6-8f97-47b0-ad7c-e3c9b4a69f3c,2025-07-06 10:20:33,Layout_A,149,Organico,0.0,False,False,0.0
25e97977-8d72-48e2-951f-58d05e84f058,093923de-8bab-4e3b-a628-6bfbe767dcea,2025-08-10 12:22:25,Layout_B,233,CPC,1.06,False,False,0.0
f8e1daa7-cbce-4bde-aede-db07e623a689,4eea04e7-0ab5-4bde-a0a0-45026e068097,2025-07-18 16:50:59,Layout_A,204,CPC,1.16,False,False,0.0
1a50aec3-aabc-45fa-bfe1-2e47ae9bec36,5b9962c6-e61f-4cc0-8a36-8ce7dc570131,2025-07-11 04:45:24,Layout_A,35,Social,0.0,True,True,609.85
2790cebd-bfdd-43d9-9ee3-ac2af94d6204,e256a6dc-8f54-46b7-87b5-b2bc5a8aaeca,2025-07-20 17:27:50,Layout_A,67,Organico,0.0,False,False,0.0
2d534dd0-cf8e-4c5a-8cc5-6569f9e8a369,dd56cc94-3c9a-414c-ae0c-aeb5ecfedb99,2025-07-08 21:19:41,Layout_B,94,Social,0.0,False,False,0.0
ee49f329-c84a-4b28-950a-1b46ecab3301,2dea9493-0658-463a-a98c-206fe1a47e10,2025-08-05 18:09:35,Layout_A,105,Social,0.0,False,False,0.0
28c13091-444d-410b-bf87-e362cf8d446a,dd334cc7-ab7f-489a-8d5f-4822696608aa,2025-08-05 16:24:14,Layout_A,185,CPC,1.88,False,False,0.0
33173470-38f1-4a81-b87f-2425dbccc477,61ee411a-1bac-47a7-b386-f7a4c991603f,2025-07-02 21:07:02,Layout_A,70,Organico,0.0,False,False,0.0
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,598336e3-75d6-4ed4-ab1f-a9f2d10bd1d0,2025-07-15 19:34:23,Layout_A,128,Organico,0.0,False,False,0.0
11c58ef0-dd46-4c09-8752-87aa5408f9ac,3170f437-a8f7-4f5a-860e-df5b39118497,2025-07-20 08:14:47,Layout_B,131,Organico,0.0,False,False,0.0
fb2ca025-adf4-462d-a651-529e8268690b,59e4b671-4774-4c58-85f8-bc16f7860b50,2025-08-01 03:22:49,Layout_A,157,Social,0.0,False,False,0.0
42deffcc-f86c-4ca2-a085-96db1d870966,f071d879-54c6-4cd8-8945-6f27d7fa2d8d,2025-07-02 08:09:25,Layout_B,275,Organico,0.0,False,False,0.0
6f3f920c-98b8-44cc-9bc0-44fc09cb3942,fbc9f87a-f668-4617-94a1-875d2db69edb,2025-07-13 21:17:26,Layout_B,74,Social,0.0,False,False,0.0
1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,504d281f-c953-4b63-ba81-edd9587ef344,2025-07-22 04:26:08,Layout_B,150,Organico,0.0,True,False,0.0
006ed6e3-6fa1-4735-b572-f3d00b5cea6a,30a900ad-939b-462d-a645-f129629c2ae3,2025-07-13 08:46:23,Layout_B,175,Organico,0.0,False,False,0.0
bcae8081-bdf0-40aa-b0b5-156bb82c9074,89d7fd6c-ce77-4f00-acf2-7e7685197ff4,2025-08-03 08:14:47,Layout_A,112,Organico,0.0,False,False,0.0
5487fd4f-ebb7-4385-aa0b-7b14f2e9702d,6e6981a3-5d3d-4e56-b270-e4faabae4f43,2025-07-04 09:31:31,Layout_B,290,CPC,3.34,True,False,0.0
81d2c7de-4ce1-4b90-a669-7833b841d0a0,d9178793-a9d3-42e6-905c-c6869f871ce7,2025-07-07 01:11:56,Layout_A,50,Social,0.0,False,False,0.0
2095eef6-8ded-49fb-8bb0-0f20b27c4026,5380b904-688c-4015-aab9-7e494f2d4796,2025-07-20 12:49:49,Layout_B,78,CPC,1.58,False,False,0.0
2c8d0e44-e71e-43a6-bf85-bf0ead64b56c,f0bbac67-aa38-40a1-aba2-5efe311c6eb6,2025-07-19 09:44:10,Layout_B,182,Organico,0.0,False,False,0.0
49732d6c-4dca-4fb7-801a-9a8bd56f0350,67f48ad5-4d0b-4d1a-91b0-e1d99d9262af,2025-07-27 14:23:35,Layout_B,113,Organico,0.0,False,False,0.0
7118e364-7709-4749-927e-ecfaa79ac9aa,9479e1e6-c927-4d9b-ae0d-264835ce8841,2025-07-30 10:48:43,Layout_B,104,CPC,1.58,False,False,0.0
cbc84759-f5b7-4cc7-a6b3-c944cb323e35,82dc4c8e-36b5-429a-acf5-e81e71316269,2025-07-23 23:18:06,Layout_A,122,Organico,0.0,False,False,0.0
9e87e04c-a208-4977-a9f2-533683f4a9a9,15b52908-a8aa-4158-ab70-e525bc67f831,2025-07-14 18:38:06,Layout_B,241,CPC,2.16,False,False,0.0
39820cff-4f77-4665-ac3c-56403c20592f,f3b63fe1-d184-4324-97e8-392a55cee5db,2025-08-06 11:08:21,Layout_A,160,CPC,2.49,False,False,0.0
9c7c7377-79a2-4903-bbe3-3b243eae0032,0640be0f-25b8-4d4b-b2fa-2de8ce7ae7f6,2025-07-03 05:50:34,Layout_B,135,CPC,1.37,True,False,0.0
31c681ec-935f-4b0a-a138-4ddce2d9de5d,74962764-12a4-4ef0-84bb-b7a9d98868dd,2025-07-21 02:51:31,Layout_A,38,Organico,0.0,False,False,0.0
b00805cc-a7f3-4ae9-a5c7-3c443e75c3b4,7e8f8095-624c-49b6-b244-45a7b7e58481,2025-07-20 09:37:45,Layout_B,52,Organico,0.0,False,False,0.0
6cd66193-c746-4f59-9b49-4e15e2add909,dc45d539-c03f-4538-a485-5aa1016b6287,2025-08-07 09:10:07,Layout_A,211,Organico,0.0,False,False,0.0
8eb22579-0cdb-4ca4-b6ec-bdd68498e113,f53d4330-cdda-44ba-ad06-e8cf3805f907,2025-08-03 18:47:45,Layout_A,17,Social,0.0,False,False,0.0
aae65fc1-76f2-4bfe-8d29-a36f222282e1,1f115b76-d92c-4227-aadf-50853fcb7546,2025-07-23 03:48:59,Layout_A,127,Organico,0.0,False,False,0.0
714c7df4-e434-4d51-8158-1092f335cba3,986f9025-8f15-4a58-bce6-850487f8424d,2025-07-16 09:40:44,Layout_B,248,Organico,0.0,True,True,559.0
8c41561b-e827-41b9-94a0-2e536d3ee1dc,e45b712e-b822-4688-90a4-44329cd6c852,2025-07-25 12:06:33,Layout_B,177,Social,0.0,False,False,0.0
c074718e-425a-409f-b337-c59979844388,be6033f7-28be-4288-a5af-6e39722764e6,2025-08-11 19:42:51,Layout_B,273,Organico,0.0,False,False,0.0
a07295e9-7c0e-4cd8-8573-e793c715b2b9,46fde062-a33d-47af-9701-410d3f4b1a70,2025-08-07 04:14:15,Layout_B,258,Organico,0.0,False,False,0.0
55fa1ab8-458f-4f19-bc07-c57449257af1,13d5f2f7-709b-4d97-864c-04af3d3f3799,2025-08-04 15:20:24,Layout_A,156,CPC,2.18,False,False,0.0
b1a6b1f1-620e-49d3-bb33-f3d8269cd696,14a0bccb-8a47-4a87-a49d-681d51d87c64,2025-07-07 17:13:02,Layout_A,54,CPC,1.39,False,False,0.0
7746d0ba-8ae8-405b-94b4-a48268586eba,10714d51-36c5-4dac-b4d7-e28e271e3ee2,2025-07-21 03:21:22,Layout_B,291,Organico,0.0,False,False,0.0
95863a76-c511-45ff-a7a3-7e8163b4c08b,d5385b0e-34f3-493c-8ff0-a55c6a702e2f,2025-07-21 09:30:09,Layout_A,93,CPC,0.93,False,False,0.0
018267c4-7a1b-4806-a160-a6b49360715f,db52ca58-0500-4bc6-b20d-cb6ef2311f17,2025-08-07 03:58:56,Layout_B,253,Organico,0.0,False,False,0.0
d5f25073-f414-42b1-a442-9ebbda7b9095,c0e3befd-4c71-40fe-9a0c-dd7cf1578470,2025-07-19 22:22:02,Layout_A,214,Social,0.0,False,False,0.0
3875394c-e5d6-46e6-9a6e-c2f5ccc42903,bc10fa52-bf5d-4fdf-89c8-d2ab6b44fa8d,2025-07-27 12:17:24,Layout_A,209,Organico,0.0,False,False,0.0
ab3b4d37-560c-45ee-a38c-254c076e2bba,6f92f25e-45df-46b6-b82c-043f7cfc9b79,2025-07-24 13:48:50,Layout_B,214,Social,0.0,False,False,0.0
20ac3703-eb67-446a-b7a6-e17cd72b6108,b963f37f-6781-4c1f-8c53-0e36addc3e13,2025-07-09 00:17:27,Layout_B,294,CPC,3.22,False,False,0.0
06f028ff-a9ba-4a27-907b-fe36978648f8,06e745f9-88bc-439c-9f4c-3b79fb10987f,2025-07-20 03:04:00,Layout_B,238,Organico,0.0,False,False,0.0
610cf373-4299-4aa4-8cdf-742b2e85cb21,22bd3388-6db9-4102-a48b-3dbe157d94a1,2025-07-23 09:55:03,Layout_B,222,CPC,3.06,False,False,0.0
473bd358-610e-4a64-a130-1617c2dff335,53ac2ab9-7467-4cd9-b62f-5e5c53cd6268,2025-07-17 09:12:59,Layout_A,288,Organico,0.0,False,False,0.0
04f64d86-7866-4765-94f7-ce8dd5bcb8d0,6bebac31-d4f8-4d72-b382-1cfdc083b73a,2025-07-13 05:55:03,Layout_B,28,Organico,0.0,False,False,0.0
c7fee39f-1190-4938-a66f-d7f739669fa7,fff9f585-0d55-4b61-8a17-5dfebfc00dc8,2025-07-17 23:44:00,Layout_B,40,Organico,0.0,True,False,0.0
d6d7b3b8-3309-4d35-bf4d-f561f319c125,c1156d6d-0a4e-4b70-a6d9-64a3f510ab53,2025-07-02 12:09:09,Layout_B,182,Organico,0.0,False,False,0.0
90604f62-1d48-4071-ab61-a7b1793b4c32,3d114802-2702-478b-9f0f-da8d05379ff6,2025-07-07 03:03:29,Layout_B,230,Organico,0.0,False,False,0.0
9b1bc895-2af4-4ab7-9e6f-ea07c4536f1d,b31022f0-770c-4798-b7cc-863bf2a03459,2025-07-13 10:32:43,Layout_A,291,Organico,0.0,False,False,0.0
f6f7f0cc-29ec-4e49-91bd-b8c0c71d5e60,b7e6427c-bf78-4e3f-b6b7-51f79b749245,2025-07-06 13:26:25,Layout_B,50,CPC,2.54,False,False,0.0
f54ad0a2-e874-46d7-ad66-a1bd93676a02,0692dc63-9424-4ed5-9bac-5c154fa03f26,2025-07-16 03:27:23,Layout_A,117,Social,0.0,False,False,0.0
d4a057a7-b0cc-4b3b-9793-b9b413748146,b70b3420-f104-4785-a58b-252360141de9,2025-07-10 15:04:15,Layout_A,257,CPC,2.3,False,False,0.0
99b49350-af2b-49b4-99ac-d1584d3485c5,b27b3d90-1a16-442c-be2b-6091a092f52a,2025-08-07 12:00:19,Layout_A,146,CPC,1.21,False,False,0.0
8861fe18-58e2-4888-8a83-81bec85aca46,fbdd3933-cbd5-4bf6-9efd-76e9ce3714af,2025-07-28 11:21:33,Layout_A,98,Social,0.0,False,False,0.0
d97dc9cd-033d-4bce-975a-ed2ca5c5650c,11a72609-5edd-4bbf-a959-76636daa2e68,2025-07-25 13:29:13,Layout_A,174,CPC,3.25,False,False,0.0
e43e4288-a2b5-4498-9cb8-5aedf5f62c97,1b049863-7d7d-4bed-9284-476c6b88f83d,2025-07-22 01:05:28,Layout_B,116,Organico,0.0,False,False,0.0
f7294951-8591-41d2-bbda-02422d174fc9,272a6d8e-b512-4df8-b5b1-7a55d4262982,2025-07-22 03:22:45,Layout_A,76,CPC,2.31,True,False,0.0
6f81cf4f-7701-47bb-bbc6-7e1fc64ee6e3,cee624d0-9dac-4e83-8524-1ea6a6846099,2025-07-27 03:01:00,Layout_A,234,CPC,0.94,False,False,0.0
ef43613c-d4aa-49a3-bed8-c56cda09dfa0,44b591f7-97ac-4aa8-bb24-88a3d36357b6,2025-07-16 15:30:43,Layout_B,265,Organico,0.0,True,False,0.0
9c3eb2d5-91e1-4a96-b6f7-2255c01f36bf,7367c28d-e1b2-44de-8767-d76c162f8a24,2025-07-12 20:07:17,Layout_B,250,CPC,1.95,False,False,0.0
7cd0129d-2e8d-4e87-9334-20e6d9d80b8d,0758e201-561e-46d1-a105-716bab0e664e,2025-07-24 23:54:31,Layout_B,290,CPC,2.03,False,False,0.0
b380c73a-989d-4d4a-a15c-a6664797b2c9,4223623b-cc3e-4dde-9ad5-cf06364d7c87,2025-07-17 12:31:24,Layout_B,140,Social,0.0,False,False,0.0
3dc98290-15ea-4b27-b0e9-12f2f2b43abf,0299436a-8e48-4223-86b9-8991e14eb70d,2025-07-26 01:54:51,Layout_A,245,Organico,0.0,False,False,0.0
a559e463-79e1-4cea-b0cb-c61f3d85de89,8e200724-7d13-4018-a80b-ac63b856d035,2025-08-06 19:19:33,Layout_B,209,Organico,0.0,False,False,0.0
6786d506-38ba-4abc-8b53-05e517d2582e,cafda613-72bb-412d-bda6-7785b63b4dc3,2025-07-01 20:05:23,Layout_B,108,Organico,0.0,False,False,0.0
87ea7ff5-8db0-4746-b927-99735e781fd7,a9f948b2-4e63-44bb-be49-3f43b118f68d,2025-07-29 05:33:40,Layout_B,189,Organico,0.0,False,False,0.0
7428a656-b3ee-4d3b-9a10-412954aebd1b,bef59fe6-ff23-4d5f-aced-d15d58007c02,2025-07-27 17:14:56,Layout_B,279,Social,0.0,False,False,0.0
1e9b23bc-50c7-4006-b14d-3441b8a6171f,3b048a8b-405b-4dc9-8e7e-d827455ac762,2025-07-06 20:34:27,Layout_A,223,Organico,0.0,False,False,0.0
bd1531c8-3764-4bda-b108-d4482f65fafa,c31edbbc-f36c-462b-892e-6161be2d740a,2025-08-03 12:05:55,Layout_A,266,Organico,0.0,False,False,0.0
fb02bebb-4872-4a4d-98c7-472a864e9a13,96ef2ad6-b97e-4703-86c8-adfe7bf47042,2025-08-06 21:42:23,Layout_A,171,CPC,1.76,True,True,465.07
039f3a25-4d61-48bd-adef-e1935c62b3a2,4bd6cee6-31b1-4099-9527-21e719bc143e,2025-07-12 01:02:13,Layout_B,296,Organico,0.0,False,False,0.0
4ac9778d-8da8-4ee4-8df5-6ac6f96b648a,4639447b-2067-4dac-88bd-13d1b540b30e,2025-07-03 05:01:46,Layout_B,143,Organico,0.0,False,False,0.0
0323d342-df6a-4f93-9a43-2f0a7daa39f0,a34b6cf6-2053-4a42-b1af-db65b289f224,2025-08-06 13:03:59,Layout_A,289,Social,0.0,False,False,0.0
0d270659-f72a-4a9b-af32-751e5738811d,7a8d03aa-782a-45e0-88ca-765192f5df7b,2025-07-22 09:11:00,Layout_A,262,Organico,0.0,False,False,0.0
7de31a51-6694-4343-90ba-58e3d2762bdc,7a4c75d4-dc99-404c-b0e9-8b3b40a26c60,2025-07-06 12:55:16,Layout_B,114,Organico,0.0,False,False,0.0
90164161-cfa7-41cd-a631-d00b26d794d3,afbb411a-a123-4a8c-93b7-a88612f70c97,2025-07-03 14:27:32,Layout_B,155,Organico,0.0,True,True,370.48
6a8a616f-c3b2-40d0-8edd-dfcd1e52d770,fe716b14-15ce-4a66-8dc8-2a1ef2f9e5fa,2025-07-13 01:09:48,Layout_A,79,CPC,2.82,False,False,0.0
7354ea6f-6160-4459-85c7-504bc693da11,9e50aa42-ca6d-4da1-989b-c4da9b37a22b,2025-07-11 22:56:40,Layout_A,160,Organico,0.0,False,False,0.0
9191b363-4e2d-4645-adc7-cac7fd72b050,dc33e1f9-4c1f-45ab-b156-29eee893be3d,2025-07-29 13:40:53,Layout_B,41,Organico,0.0,False,False,0.0
3531968d-c342-4d2b-b295-456e19675f06,f5c9b047-9c10-4572-8f6b-40d09efba58b,2025-08-05 22:15:59,Layout_B,42,Organico,0.0,True,True,345.05
8d4f5d27-2c7f-4b79-bd67-cde92834e4c0,a911d192-43bf-4931-b605-bf54a021c0ca,2025-07-04 22:35:24,Layout_B,228,CPC,2.92,True,True,384.84
4a8ff810-784c-4f29-9804-02a2b07aa066,68949b8d-00af-4b3a-a812-859a1337739e,2025-07-22 20:52:29,Layout_A,209,Organico,0.0,False,False,0.0
